source,target,length_m,length_km,geometry,trafficPoint_ID,gradient_per_meter,volume
448431,1781068,3629.01311,3.62901311,"LINESTRING (13.044288778827402 67.8998893127514, 12.977240681543547 67.87919481161958)",29852V885202,-0.003370062,702
978654,1048365,3221.236556,3.221236556,"LINESTRING (23.21567469643386 69.95524135137958, 23.2579432906685 69.93016002944283)",13191V930624,0.006561145,3154
978654,979032,3740.162529,3.740162529,"LINESTRING (23.21567469643386 69.95524135137958, 23.291614736854243 69.97656226191918)",60303V930233,-0.009633271,10717
979032,424527,2242.311845,2.242311845,"LINESTRING (23.291614736854243 69.97656226191918, 23.350183966722614 69.97445679300615)",60256V930371,0.021021162,1219
979185,1854857,17496.45905,17.49645905,"LINESTRING (24.979631869384693 70.05101143200591, 25.101695603776474 69.89931502723377)",77347V930245,0,679
967923,1096451,12395.94087,12.39594087,"LINESTRING (28.227899337753353 70.16612316221176, 28.55593419179216 70.17274830737237)",90101V930271,0.002884654,931
981136,1695865,29543.95814,29.54395814,"LINESTRING (7.210689760647291 60.89802794520139, 6.679901359059958 60.836221272638)",65182V384013,-0.012142652,1428
981995,664358,3420.142676,3.420142676,"LINESTRING (10.28575463469275 63.226882086886036, 10.283195810526509 63.25761858691034)",59199V72809,0.00596671,8779
982265,1854859,9827.356169,9.827356169,"LINESTRING (10.946110352255367 63.468321703308895, 11.143735040789572 63.464208826745086)",99467V578621,0,5000
982469,1854821,11721.08216,11.72108216,"LINESTRING (14.833580828515222 68.42185412208707, 14.697958733149362 68.32904602932473)",92394V885954,0,812
1011881,1011888,8975.20839,8.97520839,"LINESTRING (19.280763873109507 69.41814994964979, 19.249066519488128 69.49809596056008)",99846V2429627,-0.000247682,2362
1012112,1012181,2276.068954,2.276068954,"LINESTRING (18.98234825405135 69.64749709904893, 19.018128172487145 69.663752891239)",31958V1125796,-0.000490758,10763
1012181,1226405,2241.721755,2.241721755,"LINESTRING (19.018128172487145 69.663752891239, 18.996284055155147 69.68243062140563)",31157V2782679,-0.001650517,5277
1012835,1854861,9384.467069,9.384467069,"LINESTRING (16.568608999005676 68.63316397578167, 16.37452447441072 68.5872042612848)",95678V1125814,-0.00199372,3854
1016544,1854826,9385.348119,9.385348119,"LINESTRING (18.583118903783543 69.13327637055073, 18.81056833380694 69.10975214279883)",53710V1126287,0,4152
1016827,644771,1136.792736,1.136792736,"LINESTRING (19.531600164121112 69.21309247316513, 19.55490861886213 69.21910171941751)",56742V1126289,0.005116148,3022
1017224,1027717,1621.296424,1.621296424,"LINESTRING (18.95079889655914 69.67840113121821, 18.913302776524358 69.6718458947718)",14843V1125937,0.045716501,19927
917559,1854827,12184.71,12.18471,"LINESTRING (17.68924290655567 68.65081430606094, 17.970401098580936 68.6901770024308)",92486V1126283,-8.15E-05,1401
1035188,1854829,23859.27215,23.85927215,"LINESTRING (10.096761366264275 60.3553974506094, 9.988731282095815 60.56325322109984)",49772V181256,0,2271
1040580,918139,4739.715977,4.739715977,"LINESTRING (18.253730921731663 68.834810651402, 18.347514131311037 68.86072735264707)",90978V1126285,0.012788741,2482
1045653,281536,5394.091809,5.394091809,"LINESTRING (19.13522307221527 69.5632838899113, 19.005626534183044 69.54585208237307)",61732V1126304,-0.010230267,5078
1047298,1059253,5152.592009,5.152592009,"LINESTRING (11.029408144622217 59.31568601990455, 11.083076500741123 59.27831821489272)",78251V1719132,0.00831465,28244
1053393,328043,8251.599165,8.251599165,"LINESTRING (9.729158207664865 61.591106001967866, 9.674767595639848 61.6606673214788)",46801V2562048,0.001086335,2650
1058365,1107032,9375.234671,9.375234671,"LINESTRING (8.121687242917798 58.18160055687403, 7.98045079292053 58.14213232518529)",68804V121330,0.007249312,3734
1059028,1457640,6409.327364,6.409327364,"LINESTRING (11.098938243884932 59.25816168606717, 11.164736050920125 59.21136819903143)",60371V1719219,0.001218849,28468
1059253,1059028,2415.739825,2.415739825,"LINESTRING (11.083076500741123 59.27831821489272, 11.098938243884932 59.25816168606717)",98963V1719019,-0.003300852,34622
1059419,646017,14029.68766,14.02968766,"LINESTRING (10.785260894536222 59.72194613597496, 10.955942404626953 59.62978778057559)",98144V2554057,0.003466934,11816
